id,type,plan,rarity,limit_break,sp_r,start_b,spp,pb,lb,sp_lb,sp_lb20,n_lb,rest_b,gift_b,date_b,shop_b,class_b,s_guidance,ub,a_ub,m_ub,cb,ssr_cb,m_cb,a_cb,cond_cb,conc_cb,imp_cb,mot_cb,pres_cb,str_cb,fpp_cb,energy_cb,delete,a_delete,m_delete,replace,drink_acq,drink_buy,item_acq,cust,eb,event,char_name,ability1,ability2,ability3,ability4,event1,event2,event3,sig_desc
20035,3,0,2,0,5.2,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your first friend,Gain +65 P points at the start of the produce,"Gain +5.2% chance of Vocal, Dance and Visual SP lessons",Gain a 7.9% discount on all P drinks in Consultation,"At the end of a lesson, increase the amount of P points gained by 8.3%",Signature - Full Support,Gain +37 P points,No Event,"Cost: -3 (0)\nGain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
20035,3,0,2,1,10.5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your first friend,Gain +71 P points at the start of the produce,"Gain +10.5% chance of Vocal, Dance and Visual SP lessons",Gain a 7.9% discount on all P drinks in Consultation,"At the end of a lesson, increase the amount of P points gained by 8.3%",Signature - Full Support,Gain +37 P points,No Event,"Cost: -3 (0)\nGain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
20035,3,0,2,2,10.5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your first friend,Gain +76 P points at the start of the produce,"Gain +10.5% chance of Vocal, Dance and Visual SP lessons",Gain a 7.9% discount on all P drinks in Consultation,"At the end of a lesson, increase the amount of P points gained by 8.3%",Signature - Full Support,Gain +43 P points,No Event,"Cost: -3 (0)\nGain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
20035,3,0,2,3,10.5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your first friend,Gain +81 P points at the start of the produce,"Gain +10.5% chance of Vocal, Dance and Visual SP lessons",Gain a 7.9% discount on all P drinks in Consultation,"At the end of a lesson, increase the amount of P points gained by 16.5%",Signature - Full Support,Gain +43 P points,No Event,"Cost: -3 (0)\nGain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
20035,3,0,2,4,10.5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Your first friend,Gain +86 P points at the start of the produce,"Gain +10.5% chance of Vocal, Dance and Visual SP lessons",Gain a 15.8% discount on all P drinks in Consultation,"At the end of a lesson, increase the amount of P points gained by 16.5%",Signature - Full Support,Gain +50 P points,No Event,"Cost: -3 (0)\nGain 1 additional skill card use\nNext turn, draw a skill card\nOnce per lesson (cannot be duplicated)"
20036,1,0,2,0,10.5,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Aiming for the top,Gain +33 Dance at the start of the produce,Gain +10.5% chance of a Dance SP Lesson,Maximum Stamina increased by +2,"When Consultation is selected, gain +4 Dance",Signature - Kindness of the trainer,Gain +22 Dance,No Event,"At the end of a Dance SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20036,1,0,2,1,21,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Aiming for the top,Gain +36 Dance at the start of the produce,Gain +21% chance of a Dance SP Lesson,Maximum Stamina increased by +2,"When Consultation is selected, gain +4 Dance",Signature - Kindness of the trainer,Gain +22 Dance,No Event,"At the end of a Dance SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20036,1,0,2,2,21,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Aiming for the top,Gain +39 Dance at the start of the produce,Gain +21% chance of a Dance SP Lesson,Maximum Stamina increased by +2,"When Consultation is selected, gain +4 Dance",Signature - Kindness of the trainer,Gain +26 Dance,No Event,"At the end of a Dance SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20036,1,0,2,3,21,42,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Aiming for the top,Gain +42 Dance at the start of the produce,Gain +21% chance of a Dance SP Lesson,Maximum Stamina increased by +2,"When Consultation is selected, gain +8 Dance",Signature - Kindness of the trainer,Gain +26 Dance,No Event,"At the end of a Dance SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20036,1,0,2,4,21,45,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Aiming for the top,Gain +45 Dance at the start of the produce,Gain +21% chance of a Dance SP Lesson,Maximum Stamina increased by +3,"When Consultation is selected, gain +8 Dance",Signature - Kindness of the trainer,Gain +30 Dance,No Event,"At the end of a Dance SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20037,2,0,2,0,10.5,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Strech it out further,Gain +33 Visual at the start of the produce,Gain +10.5% chance of a Visual SP Lesson,Maximum Stamina increased by +2,At the end of an outing gain +5 Visual,Signature - Foam Roller,Gain +22 Visual,No Event,"At the end of a Visual SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20037,2,0,2,1,21,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Strech it out further,Gain +36 Visual at the start of the produce,Gain +21% chance of a Visual SP Lesson,Maximum Stamina increased by +2,At the end of an outing gain +5 Visual,Signature - Foam Roller,Gain +22 Visual,No Event,"At the end of a Visual SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20037,2,0,2,2,21,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Strech it out further,Gain +39 Visual at the start of the produce,Gain +21% chance of a Visual SP Lesson,Maximum Stamina increased by +2,At the end of an outing gain +5 Visual,Signature - Foam Roller,Gain +26 Visual,No Event,"At the end of a Visual SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20037,2,0,2,3,21,42,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Strech it out further,Gain +42 Visual at the start of the produce,Gain +21% chance of a Visual SP Lesson,Maximum Stamina increased by +2,At the end of an outing gain +10 Visual,Signature - Foam Roller,Gain +26 Visual,No Event,"At the end of a Visual SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20037,2,0,2,4,21,45,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Strech it out further,Gain +45 Visual at the start of the produce,Gain +21% chance of a Visual SP Lesson,Maximum Stamina increased by +3,At the end of an outing gain +10 Visual,Signature - Foam Roller,Gain +30 Visual,No Event,"At the end of a Visual SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20038,0,0,2,0,10.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Basics > Application,Gain +33 Vocal at the start of the produce,Gain +10.5% chance of a Vocal SP Lesson,Maximum Stamina increased by +2,"When acquiring a skill card, gain +1 Vocal",Signature - Moist throat care,Gain +22 Vocal,No Event,"At the end of a Vocal SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20038,0,0,2,1,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Basics > Application,Gain +36 Vocal at the start of the produce,Gain +21% chance of a Vocal SP Lesson,Maximum Stamina increased by +2,"When acquiring a skill card, gain +1 Vocal",Signature - Moist throat care,Gain +22 Vocal,No Event,"At the end of a Vocal SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20038,0,0,2,2,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Basics > Application,Gain +39 Vocal at the start of the produce,Gain +21% chance of a Vocal SP Lesson,Maximum Stamina increased by +2,"When acquiring a skill card, gain +1 Vocal",Signature - Moist throat care,Gain +26 Vocal,No Event,"At the end of a Vocal SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20038,0,0,2,3,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Basics > Application,Gain +42 Vocal at the start of the produce,Gain +21% chance of a Vocal SP Lesson,Maximum Stamina increased by +2,"When acquiring a skill card, gain +2 Vocal",Signature - Moist throat care,Gain +26 Vocal,No Event,"At the end of a Vocal SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20038,0,0,2,4,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Basics > Application,Gain +45 Vocal at the start of the produce,Gain +21% chance of a Vocal SP Lesson,Maximum Stamina increased by +3,"When acquiring a skill card, gain +2 Vocal",Signature - Moist throat care,Gain +30 Vocal,No Event,"At the end of a Vocal SP Lesson, gain 1 random P Drink (SR or higher)\nTwice per produce"
20039,2,3,2,0,10.5,0,0,0.044,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Creation of the SSC,Gain +4.4% in Visual Lessons,Gain +10.5% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +7 Visual",At the end of an outing gain +5 Visual,Signature - Rainbow of Love,Gain +22 Visual,No Event,Cost: 0\nOnly available if Preservation is active\nGain +2 (+3) Full Power Points and +2 (+3) Stamina\nSelect a skill card in the deck and move it to the reserve\nOnce per lesson (cannot be duplicated)
20039,2,3,2,1,21,0,0,0.049,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Creation of the SSC,Gain +4.9% in Visual Lessons,Gain +21% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +7 Visual",At the end of an outing gain +5 Visual,Signature - Rainbow of Love,Gain +22 Visual,No Event,Cost: 0\nOnly available if Preservation is active\nGain +2 (+3) Full Power Points and +2 (+3) Stamina\nSelect a skill card in the deck and move it to the reserve\nOnce per lesson (cannot be duplicated)
20039,2,3,2,2,21,0,0,0.054,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Creation of the SSC,Gain +5.4% in Visual Lessons,Gain +21% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +7 Visual",At the end of an outing gain +5 Visual,Signature - Rainbow of Love,Gain +26 Visual,No Event,Cost: 0\nOnly available if Preservation is active\nGain +2 (+3) Full Power Points and +2 (+3) Stamina\nSelect a skill card in the deck and move it to the reserve\nOnce per lesson (cannot be duplicated)
20039,2,3,2,3,21,0,0,0.059,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Creation of the SSC,Gain +5.9% in Visual Lessons,Gain +21% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +7 Visual",At the end of an outing gain +10 Visual,Signature - Rainbow of Love,Gain +26 Visual,No Event,Cost: 0\nOnly available if Preservation is active\nGain +2 (+3) Full Power Points and +2 (+3) Stamina\nSelect a skill card in the deck and move it to the reserve\nOnce per lesson (cannot be duplicated)
20039,2,3,2,4,21,0,0,0.064,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Creation of the SSC,Gain +6.4% in Visual Lessons,Gain +21% chance of a Visual SP Lesson,"At the end of a Visual SP lesson, gain +13 Visual",At the end of an outing gain +10 Visual,Signature - Rainbow of Love,Gain +30 Visual,No Event,Cost: 0\nOnly available if Preservation is active\nGain +2 (+3) Full Power Points and +2 (+3) Stamina\nSelect a skill card in the deck and move it to the reserve\nOnce per lesson (cannot be duplicated)
20040,0,2,2,0,0,0,0,0.044,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,With all my heart,Gain +4.4% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +3 Stamina",At the end of an outing gain +5 Vocal,"At the end of a Class or Business, gain +3 Vocal",Signature - It's all about the details,Gain +22 Vocal,No Event,Cost: -3 (Red)\nGain +4 (+7) Energy\nIncrease Parameter by 270% (340%) of Motivation\nOnce per lesson (cannot be duplicated)
20040,0,2,2,1,0,0,0,0.049,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,With all my heart,Gain +4.9% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +5 Stamina",At the end of an outing gain +5 Vocal,"At the end of a Class or Business, gain +3 Vocal",Signature - It's all about the details,Gain +22 Vocal,No Event,Cost: -3 (Red)\nGain +4 (+7) Energy\nIncrease Parameter by 270% (340%) of Motivation\nOnce per lesson (cannot be duplicated)
20040,0,2,2,2,0,0,0,0.054,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,With all my heart,Gain +5.4% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +5 Stamina",At the end of an outing gain +5 Vocal,"At the end of a Class or Business, gain +3 Vocal",Signature - It's all about the details,Gain +26 Vocal,No Event,Cost: -3 (Red)\nGain +4 (+7) Energy\nIncrease Parameter by 270% (340%) of Motivation\nOnce per lesson (cannot be duplicated)
20040,0,2,2,3,0,0,0,0.059,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,With all my heart,Gain +5.9% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +5 Stamina",At the end of an outing gain +5 Vocal,"At the end of a Class or Business, gain +5 Vocal",Signature - It's all about the details,Gain +26 Vocal,No Event,Cost: -3 (Red)\nGain +4 (+7) Energy\nIncrease Parameter by 270% (340%) of Motivation\nOnce per lesson (cannot be duplicated)
20040,0,2,2,4,0,0,0,0.064,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,With all my heart,Gain +6.4% in Vocal Lessons,"At the end of a Vocal SP lesson, gain +5 Stamina",At the end of an outing gain +10 Vocal,"At the end of a Class or Business, gain +5 Vocal",Signature - It's all about the details,Gain +30 Vocal,No Event,Cost: -3 (Red)\nGain +4 (+7) Energy\nIncrease Parameter by 270% (340%) of Motivation\nOnce per lesson (cannot be duplicated)
20041,1,2,2,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Pyu and Shu duet,Gain +33 Dance at the start of the produce,"When enhancing a Mental (M) skill card, gain +4 Dance","At the end of a Class or Business, gain +3 Dance","When acquiring a skill card with an Impression effect, gain +2 Dance",Signature - Grass Whistle Harmony,Gain +22 Dance,No Event,"Cost: 0\nGain +2 Impression\nRecover +1 (+3) Stamina\nIf Impression is 10+, gain 1 additional skill card use\nOnce per lesson (cannot be duplicated)"
20041,1,2,2,1,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Pyu and Shu duet,Gain +36 Dance at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +3 Dance","When acquiring a skill card with an Impression effect, gain +2 Dance",Signature - Grass Whistle Harmony,Gain +22 Dance,No Event,"Cost: 0\nGain +2 Impression\nRecover +1 (+3) Stamina\nIf Impression is 10+, gain 1 additional skill card use\nOnce per lesson (cannot be duplicated)"
20041,1,2,2,2,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Pyu and Shu duet,Gain +39 Dance at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +3 Dance","When acquiring a skill card with an Impression effect, gain +2 Dance",Signature - Grass Whistle Harmony,Gain +26 Dance,No Event,"Cost: 0\nGain +2 Impression\nRecover +1 (+3) Stamina\nIf Impression is 10+, gain 1 additional skill card use\nOnce per lesson (cannot be duplicated)"
20041,1,2,2,3,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Pyu and Shu duet,Gain +42 Dance at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +3 Dance","When acquiring a skill card with an Impression effect, gain +2 Dance",Signature - Grass Whistle Harmony,Gain +26 Dance,No Event,"Cost: 0\nGain +2 Impression\nRecover +1 (+3) Stamina\nIf Impression is 10+, gain 1 additional skill card use\nOnce per lesson (cannot be duplicated)"
20041,1,2,2,4,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Pyu and Shu duet,Gain +45 Dance at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +5 Dance","When acquiring a skill card with an Impression effect, gain +2 Dance",Signature - Grass Whistle Harmony,Gain +30 Dance,No Event,"Cost: 0\nGain +2 Impression\nRecover +1 (+3) Stamina\nIf Impression is 10+, gain 1 additional skill card use\nOnce per lesson (cannot be duplicated)"
20042,2,3,2,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,Insect Lover Prince,Gain +33 Visual at the start of the produce,"When enhancing a skill card, gain +2 Visual",At the end of an outing gain +5 Visual,"When a skill card is deleted, gain +4 Visual",Signature - Small customer,Gain +22 Visual,No Event,"Cost: -6 (-4)\nNext turn, swap to Preservation\nNext turn, gain +2 (+3) Full Power Points\nIf Full Power is active, gain +24 Parameter\nOnce per lesson (cannot be duplicated)"
20042,2,3,2,1,0,36,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,Insect Lover Prince,Gain +36 Visual at the start of the produce,"When enhancing a skill card, gain +3 Visual",At the end of an outing gain +5 Visual,"When a skill card is deleted, gain +4 Visual",Signature - Small customer,Gain +22 Visual,No Event,"Cost: -6 (-4)\nNext turn, swap to Preservation\nNext turn, gain +2 (+3) Full Power Points\nIf Full Power is active, gain +24 Parameter\nOnce per lesson (cannot be duplicated)"
20042,2,3,2,2,0,39,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,Insect Lover Prince,Gain +39 Visual at the start of the produce,"When enhancing a skill card, gain +3 Visual",At the end of an outing gain +5 Visual,"When a skill card is deleted, gain +4 Visual",Signature - Small customer,Gain +26 Visual,No Event,"Cost: -6 (-4)\nNext turn, swap to Preservation\nNext turn, gain +2 (+3) Full Power Points\nIf Full Power is active, gain +24 Parameter\nOnce per lesson (cannot be duplicated)"
20042,2,3,2,3,0,42,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,26,Insect Lover Prince,Gain +42 Visual at the start of the produce,"When enhancing a skill card, gain +3 Visual",At the end of an outing gain +5 Visual,"When a skill card is deleted, gain +8 Visual",Signature - Small customer,Gain +26 Visual,No Event,"Cost: -6 (-4)\nNext turn, swap to Preservation\nNext turn, gain +2 (+3) Full Power Points\nIf Full Power is active, gain +24 Parameter\nOnce per lesson (cannot be duplicated)"
20042,2,3,2,4,0,45,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,30,Insect Lover Prince,Gain +45 Visual at the start of the produce,"When enhancing a skill card, gain +3 Visual",At the end of an outing gain +10 Visual,"When a skill card is deleted, gain +8 Visual",Signature - Small customer,Gain +30 Visual,No Event,"Cost: -6 (-4)\nNext turn, swap to Preservation\nNext turn, gain +2 (+3) Full Power Points\nIf Full Power is active, gain +24 Parameter\nOnce per lesson (cannot be duplicated)"
20043,1,1,2,0,0,33,0,0,0,7,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Girls Talk,Gain +33 Dance at the start of the produce,At the end of an outing gain +5 Dance,"At the end of a Dance SP lesson, gain +7 Dance","When enhancing a Mental (M) skill card, gain +4 Dance",Signature - Gyaru make-up!,Gain +22 Dance,No Event,"When Dance is 700+, if you enhance a skill card with a Good Shape effect, enhance a random skill card\nTwice per produce"
20043,1,1,2,1,0,36,0,0,0,7,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Girls Talk,Gain +36 Dance at the start of the produce,At the end of an outing gain +10 Dance,"At the end of a Dance SP lesson, gain +7 Dance","When enhancing a Mental (M) skill card, gain +4 Dance",Signature - Gyaru make-up!,Gain +22 Dance,No Event,"When Dance is 700+, if you enhance a skill card with a Good Shape effect, enhance a random skill card\nTwice per produce"
20043,1,1,2,2,0,39,0,0,0,7,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Girls Talk,Gain +39 Dance at the start of the produce,At the end of an outing gain +10 Dance,"At the end of a Dance SP lesson, gain +7 Dance","When enhancing a Mental (M) skill card, gain +4 Dance",Signature - Gyaru make-up!,Gain +26 Dance,No Event,"When Dance is 700+, if you enhance a skill card with a Good Shape effect, enhance a random skill card\nTwice per produce"
20043,1,1,2,3,0,42,0,0,0,7,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Girls Talk,Gain +42 Dance at the start of the produce,At the end of an outing gain +10 Dance,"At the end of a Dance SP lesson, gain +7 Dance","When enhancing a Mental (M) skill card, gain +6 Dance",Signature - Gyaru make-up!,Gain +26 Dance,No Event,"When Dance is 700+, if you enhance a skill card with a Good Shape effect, enhance a random skill card\nTwice per produce"
20043,1,1,2,4,0,45,0,0,0,13,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Girls Talk,Gain +45 Dance at the start of the produce,At the end of an outing gain +10 Dance,"At the end of a Dance SP lesson, gain +13 Dance","When enhancing a Mental (M) skill card, gain +6 Dance",Signature - Gyaru make-up!,Gain +30 Dance,No Event,"When Dance is 700+, if you enhance a skill card with a Good Shape effect, enhance a random skill card\nTwice per produce"
20044,2,3,2,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,"Secret technique, triple jump!",Gain +33 Visual at the start of the produce,"When enhancing a Mental (M) skill card, gain +4 Dance","At the end of a Class or Business, gain +3 Dance","At the end of an exam or an audition, gain +9 Dance (only once per produce)",Signature - Jump Rope of Bonds,Gain +22 Visual,No Event,"When acquiring a skill card with a Full Power effect, gain +6 Visual"
20044,2,3,2,1,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,"Secret technique, triple jump!",Gain +36 Visual at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +3 Dance","At the end of an exam or an audition, gain +9 Dance (only once per produce)",Signature - Jump Rope of Bonds,Gain +22 Visual,No Event,"When acquiring a skill card with a Full Power effect, gain +6 Visual"
20044,2,3,2,2,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,"Secret technique, triple jump!",Gain +39 Visual at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +3 Dance","At the end of an exam or an audition, gain +9 Dance (only once per produce)",Signature - Jump Rope of Bonds,Gain +26 Visual,No Event,"When acquiring a skill card with a Full Power effect, gain +6 Visual"
20044,2,3,2,3,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,"Secret technique, triple jump!",Gain +42 Visual at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +3 Dance","At the end of an exam or an audition, gain +17 Dance (only once per produce)",Signature - Jump Rope of Bonds,Gain +26 Visual,No Event,"When acquiring a skill card with a Full Power effect, gain +6 Visual"
20044,2,3,2,4,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,"Secret technique, triple jump!",Gain +45 Visual at the start of the produce,"When enhancing a Mental (M) skill card, gain +6 Dance","At the end of a Class or Business, gain +5 Dance","At the end of an exam or an audition, gain +17 Dance (only once per produce)",Signature - Jump Rope of Bonds,Gain +30 Visual,No Event,"When acquiring a skill card with a Full Power effect, gain +6 Visual"
20045,0,2,2,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,22,Humilating 2nd Place,Gain +33 Vocal at the start of the produce,At the end of an outing gain +5 Vocal,"At the end of an exam or an audition, gain +9 Vocal (only once per produce)","When a skill card is deleted, gain +4 Vocal",Signature - Clenched Towel,Gain +22 Vocal,No Event,"When enhancing a skill card with a Impression effect, if Vocal is 700+, enhance a random skill card\nTwice per produce"
20045,0,2,2,1,0,36,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,22,Humilating 2nd Place,Gain +36 Vocal at the start of the produce,At the end of an outing gain +10 Vocal,"At the end of an exam or an audition, gain +9 Vocal (only once per produce)","When a skill card is deleted, gain +4 Vocal",Signature - Clenched Towel,Gain +22 Vocal,No Event,"When enhancing a skill card with a Impression effect, if Vocal is 700+, enhance a random skill card\nTwice per produce"
